project_type,project_type_citation,national_total_job_cost,national_total_job_cost_citation,regional_city,regional_city_citation,regional_total_job_cost,regional_total_job_cost_citation
Siding Replacement | Fiber-Cement,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,21485,https://www.jlconline.com/cost-vs-value/2025/national/,Mountain,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,19455,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/
HVAC Conversion | Electrification,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,19484,https://www.jlconline.com/cost-vs-value/2025/national/,"Albuquerque, New Mexico",https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,19464,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/
HVAC Conversion | Electrification,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,19484,https://www.jlconline.com/cost-vs-value/2025/national/,Mountain,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,17886,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/
Window Replacement | Wood,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,26781,https://www.jlconline.com/cost-vs-value/2025/national/,"Albuquerque, New Mexico",https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,25777,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/
Window Replacement | Wood,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,26781,https://www.jlconline.com/cost-vs-value/2025/national/,Mountain,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,26322,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/
Window Replacement | Vinyl,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,22073,https://www.jlconline.com/cost-vs-value/2025/national/,"Albuquerque, New Mexico",https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,20641,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/
Window Replacement | Vinyl,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,22073,https://www.jlconline.com/cost-vs-value/2025/national/,Mountain,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,21165,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/
Entry Door Replacement | Steel,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,2435,https://www.jlconline.com/cost-vs-value/2025/national/,"Albuquerque, New Mexico",https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,2340,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/
Entry Door Replacement | Steel,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,2435,https://www.jlconline.com/cost-vs-value/2025/national/,Mountain,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,2446,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/
Siding Replacement | Vinyl,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,17950,https://www.jlconline.com/cost-vs-value/2025/national/,"Albuquerque, New Mexico",https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,19262,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/
Siding Replacement | Vinyl,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,17950,https://www.jlconline.com/cost-vs-value/2025/national/,Mountain,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,16979,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/
Roofing Replacement | Asphalt Shingles,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,31871,https://www.jlconline.com/cost-vs-value/2025/national/,"Albuquerque, New Mexico",https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,34115,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/
Roofing Replacement | Asphalt Shingles,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,31871,https://www.jlconline.com/cost-vs-value/2025/national/,Mountain,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,28475,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/
Bath Remodel | Midrange,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,26138,https://www.jlconline.com/cost-vs-value/2025/national/,"Albuquerque, New Mexico",https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,25551,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/
Bath Remodel | Midrange,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,26138,https://www.jlconline.com/cost-vs-value/2025/national/,Mountain,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,24920,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/
Basement Remodel,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,52012,https://www.jlconline.com/cost-vs-value/2025/national/,"Albuquerque, New Mexico",https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,51274,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/
Basement Remodel,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,52012,https://www.jlconline.com/cost-vs-value/2025/national/,Mountain,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,49756,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/
Backup Power Generator,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,13534,https://www.jlconline.com/cost-vs-value/2025/national/,"Albuquerque, New Mexico",https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,13872,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/
Backup Power Generator,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,13534,https://www.jlconline.com/cost-vs-value/2025/national/,Mountain,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,12481,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/
Bath Remodel | Universal Design,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,42183,https://www.jlconline.com/cost-vs-value/2025/national/,"Albuquerque, New Mexico",https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,41882,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/
Bath Remodel | Universal Design,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,42183,https://www.jlconline.com/cost-vs-value/2025/national/,Mountain,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,40482,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/
Roofing Replacement | Metal,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,51865,https://www.jlconline.com/cost-vs-value/2025/national/,"Albuquerque, New Mexico",https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,58352,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/
Roofing Replacement | Metal,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,51865,https://www.jlconline.com/cost-vs-value/2025/national/,Mountain,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,46579,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/
Backyard Patio,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,51454,https://www.jlconline.com/cost-vs-value/2025/national/,"Albuquerque, New Mexico",https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,50639,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/
Backyard Patio,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,51454,https://www.jlconline.com/cost-vs-value/2025/national/,Mountain,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,52218,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/
Grand Entrance | Fiberglass,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,11754,https://www.jlconline.com/cost-vs-value/2025/national/,"Albuquerque, New Mexico",https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,11187,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/
Grand Entrance | Fiberglass,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,11754,https://www.jlconline.com/cost-vs-value/2025/national/,Mountain,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,11326,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/
Major Kitchen Remodel | Midrange,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,82793,https://www.jlconline.com/cost-vs-value/2025/national/,"Albuquerque, New Mexico",https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,81004,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/
Major Kitchen Remodel | Midrange,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,82793,https://www.jlconline.com/cost-vs-value/2025/national/,Mountain,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,81538,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/
Bathroom Addition | Midrange,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,60645,https://www.jlconline.com/cost-vs-value/2025/national/,"Albuquerque, New Mexico",https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,60310,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/
Bathroom Addition | Midrange,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,60645,https://www.jlconline.com/cost-vs-value/2025/national/,Mountain,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,59162,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/
Accessory Dwelling Unit,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,166406,https://www.jlconline.com/cost-vs-value/2025/national/,"Albuquerque, New Mexico",https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,170054,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/
Accessory Dwelling Unit,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,166406,https://www.jlconline.com/cost-vs-value/2025/national/,Mountain,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,163509,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/
Bathroom Addition | Upscale,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,111255,https://www.jlconline.com/cost-vs-value/2025/national/,"Albuquerque, New Mexico",https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,111348,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/
Bathroom Addition | Upscale,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,111255,https://www.jlconline.com/cost-vs-value/2025/national/,Mountain,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,109606,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/
Major Kitchen Remodel | Upscale,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,164104,https://www.jlconline.com/cost-vs-value/2025/national/,"Albuquerque, New Mexico",https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,159892,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/
Major Kitchen Remodel | Upscale,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,164104,https://www.jlconline.com/cost-vs-value/2025/national/,Mountain,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,159439,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/
Bath Remodel | Upscale,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,81612,https://www.jlconline.com/cost-vs-value/2025/national/,"Albuquerque, New Mexico",https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,80577,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/
Bath Remodel | Upscale,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,81612,https://www.jlconline.com/cost-vs-value/2025/national/,Mountain,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,79492,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/
Primary Suite Addition | Midrange,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,170517,https://www.jlconline.com/cost-vs-value/2025/national/,"Albuquerque, New Mexico",https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,172400,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/
Primary Suite Addition | Midrange,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,170517,https://www.jlconline.com/cost-vs-value/2025/national/,Mountain,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,168492,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/
Solar Power Installation,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,55937,https://www.jlconline.com/cost-vs-value/2025/national/,"Albuquerque, New Mexico",https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,53816,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/
Solar Power Installation,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,55937,https://www.jlconline.com/cost-vs-value/2025/national/,Mountain,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,51183,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/
Primary Suite Addition | Upscale,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,351613,https://www.jlconline.com/cost-vs-value/2025/national/,"Albuquerque, New Mexico",https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,357309,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/
Primary Suite Addition | Upscale,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,351613,https://www.jlconline.com/cost-vs-value/2025/national/,Mountain,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/,350045,https://www.jlconline.com/cost-vs-value/2025/mountain/albuquerque-nm/
Garage Door Replacement,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,4672,https://www.jlconline.com/cost-vs-value/2025/national/,"Atlanta, Georgia",https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,4843,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/
Garage Door Replacement,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,4672,https://www.jlconline.com/cost-vs-value/2025/national/,South Atlantic,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,5126,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/
Manufactured Stone Veneer,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,11702,https://www.jlconline.com/cost-vs-value/2025/national/,"Atlanta, Georgia",https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,11004,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/
Manufactured Stone Veneer,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,11702,https://www.jlconline.com/cost-vs-value/2025/national/,South Atlantic,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,10851,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/
Entry Door Replacement | Steel,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,2435,https://www.jlconline.com/cost-vs-value/2025/national/,"Atlanta, Georgia",https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,2425,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/
Entry Door Replacement | Steel,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,2435,https://www.jlconline.com/cost-vs-value/2025/national/,South Atlantic,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,2398,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/
Minor Kitchen Remodel | Midrange,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,28458,https://www.jlconline.com/cost-vs-value/2025/national/,"Atlanta, Georgia",https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,28359,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/
Minor Kitchen Remodel | Midrange,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,28458,https://www.jlconline.com/cost-vs-value/2025/national/,South Atlantic,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,28567,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/
Siding Replacement | Fiber-Cement,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,21485,https://www.jlconline.com/cost-vs-value/2025/national/,"Atlanta, Georgia",https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,21316,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/
Siding Replacement | Fiber-Cement,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,21485,https://www.jlconline.com/cost-vs-value/2025/national/,South Atlantic,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,19628,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/
Backup Power Generator,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,13534,https://www.jlconline.com/cost-vs-value/2025/national/,"Atlanta, Georgia",https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,13130,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/
Backup Power Generator,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,13534,https://www.jlconline.com/cost-vs-value/2025/national/,South Atlantic,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,13561,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/
Basement Remodel,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,52012,https://www.jlconline.com/cost-vs-value/2025/national/,"Atlanta, Georgia",https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,49681,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/
Basement Remodel,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,52012,https://www.jlconline.com/cost-vs-value/2025/national/,South Atlantic,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,51409,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/
Deck Addition | Composite,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,25096,https://www.jlconline.com/cost-vs-value/2025/national/,"Atlanta, Georgia",https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,24984,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/
Deck Addition | Composite,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,25096,https://www.jlconline.com/cost-vs-value/2025/national/,South Atlantic,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,24347,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/
Siding Replacement | Vinyl,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,17950,https://www.jlconline.com/cost-vs-value/2025/national/,"Atlanta, Georgia",https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,17308,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/
Siding Replacement | Vinyl,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,17950,https://www.jlconline.com/cost-vs-value/2025/national/,South Atlantic,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,16491,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/
Deck Addition | Wood,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,18263,https://www.jlconline.com/cost-vs-value/2025/national/,"Atlanta, Georgia",https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,17200,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/
Deck Addition | Wood,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,18263,https://www.jlconline.com/cost-vs-value/2025/national/,South Atlantic,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,18397,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/
Bath Remodel | Midrange,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,26138,https://www.jlconline.com/cost-vs-value/2025/national/,"Atlanta, Georgia",https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,25304,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/
Bath Remodel | Midrange,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,26138,https://www.jlconline.com/cost-vs-value/2025/national/,South Atlantic,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,25609,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/
Window Replacement | Vinyl,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,22073,https://www.jlconline.com/cost-vs-value/2025/national/,"Atlanta, Georgia",https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,21631,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/
Window Replacement | Vinyl,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,22073,https://www.jlconline.com/cost-vs-value/2025/national/,South Atlantic,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,21629,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/
Roofing Replacement | Asphalt Shingles,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,31871,https://www.jlconline.com/cost-vs-value/2025/national/,"Atlanta, Georgia",https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,29851,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/
Roofing Replacement | Asphalt Shingles,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,31871,https://www.jlconline.com/cost-vs-value/2025/national/,South Atlantic,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,32253,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/
Grand Entrance | Fiberglass,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,11754,https://www.jlconline.com/cost-vs-value/2025/national/,"Atlanta, Georgia",https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,11849,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/
Grand Entrance | Fiberglass,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,11754,https://www.jlconline.com/cost-vs-value/2025/national/,South Atlantic,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,11489,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/
Bath Remodel | Universal Design,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,42183,https://www.jlconline.com/cost-vs-value/2025/national/,"Atlanta, Georgia",https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,41047,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/
Bath Remodel | Universal Design,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,42183,https://www.jlconline.com/cost-vs-value/2025/national/,South Atlantic,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,41203,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/
Window Replacement | Wood,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,26781,https://www.jlconline.com/cost-vs-value/2025/national/,"Atlanta, Georgia",https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,26807,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/
Window Replacement | Wood,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,26781,https://www.jlconline.com/cost-vs-value/2025/national/,South Atlantic,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,26445,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/
HVAC Conversion | Electrification,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,19484,https://www.jlconline.com/cost-vs-value/2025/national/,"Atlanta, Georgia",https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,18416,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/
HVAC Conversion | Electrification,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,19484,https://www.jlconline.com/cost-vs-value/2025/national/,South Atlantic,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,19208,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/
Roofing Replacement | Metal,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,51865,https://www.jlconline.com/cost-vs-value/2025/national/,"Atlanta, Georgia",https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,43826,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/
Roofing Replacement | Metal,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,51865,https://www.jlconline.com/cost-vs-value/2025/national/,South Atlantic,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,50181,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/
Bathroom Addition | Midrange,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,60645,https://www.jlconline.com/cost-vs-value/2025/national/,"Atlanta, Georgia",https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,58363,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/
Bathroom Addition | Midrange,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,60645,https://www.jlconline.com/cost-vs-value/2025/national/,South Atlantic,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,59039,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/
Major Kitchen Remodel | Midrange,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,82793,https://www.jlconline.com/cost-vs-value/2025/national/,"Atlanta, Georgia",https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/,79591,https://www.jlconline.com/cost-vs-value/2025/south-atlantic/atlanta-ga/
